"EQUATORIAL_GUINEA"	"EQUATORIAL GUINEA"	"EQUATORIAL GUINEA"	"COUNTRY"	"111"	"0"
"ERITREA"	"ERITREA"	"ERITREA"	"COUNTRY"	"112"	"0"
"ESTONIA"	"ESTONIA"	"ESTONIA"	"COUNTRY"	"113"	"0"
"ETHIOPIA"	"ETHIOPIA"	"ETHIOPIA"	"COUNTRY"	"114"	"0"
"FALKLAND_ISLANDS_MALVINAS"	"FALKLAND ISLANDS (MALVINAS)"	"FALKLAND ISLANDS (MALVINAS)"	"COUNTRY"	"115"	"0"
"FAROE_ISLANDS"	"FAROE ISLANDS"	"FAROE ISLANDS"	"COUNTRY"	"116"	"0"
"FINLAND"	"FINLAND"	"FINLAND"	"COUNTRY"	"117"	"0"
"FIJI"	"FIJI"	"FIJI"	"COUNTRY"	"118"	"0"
"FRANCE"	"FRANCE"	"FRANCE"	"COUNTRY"	"119"	"0"
"FRENCH_GUIANA"	"FRENCH GUIANA"	"FRENCH GUIANA"	"COUNTRY"	"120"	"0"
"FRENCH_SOUTHERN_TERRITORIES"	"FRENCH SOUTHERN TERRITORIES"	"FRENCH SOUTHERN TERRITORIES"	"COUNTRY"	"121"	"0"
"GABON"	"GABON"	"GABON"	"COUNTRY"	"122"	"0"
"GAMBIA"	"GAMBIA"	"GAMBIA"	"COUNTRY"	"123"	"0"
"GEORGIA"	"GEORGIA"	"GEORGIA"	"COUNTRY"	"124"	"0"
"GERMANY"	"GERMANY"	"GERMANY"	"COUNTRY"	"125"	"0"
"GHANA"	"GHANA"	"GHANA"	"COUNTRY"	"126"	"0"
"GIBRALTAR"	"GIBRALTAR"	"GIBRALTAR"	"COUNTRY"	"127"	"0"
"GREECE"	"GREECE"	"GREECE"	"COUNTRY"	"128"	"0"
"GREENLAND"	"GREENLAND"	"GREENLAND"	"COUNTRY"	"129"	"0"
"GRENADA"	"GRENADA"	"GRENADA"	"COUNTRY"	"130"	"0"
"GUADELOUPE"	"GUADELOUPE"	"GUADELOUPE"	"COUNTRY"	"131"	"0"
"GUAM"	"GUAM"	"GUAM"	"COUNTRY"	"132"	"0"
"GUATEMALA"	"GUATEMALA"	"GUATEMALA"	"COUNTRY"	"133"	"0"
"GUERNSEY"	"GUERNSEY"	"GUERNSEY"	"COUNTRY"	"134"	"0"
"GUINEA"	"GUINEA"	"GUINEA"	"COUNTRY"	"135"	"0"
"GUINEA-BISSAU"	"GUINEA-BISSAU"	"GUINEA-BISSAU"	"COUNTRY"	"136"	"0"
"GUYANA"	"GUYANA"	"GUYANA"	"COUNTRY"	"137"	"0"
"HAITI"	"HAITI"	"HAITI"	"COUNTRY"	"138"	"0"
"HEARD_ISLAND_AND_MCDONALD_ISLANDS"	"HEARD ISLAND AND MCDONALD ISLANDS"	"HEARD ISLAND AND MCDONALD ISLANDS"	"COUNTRY"	"139"	"0"
"HONDURAS"	"HONDURAS"	"HONDURAS"	"COUNTRY"	"140"	"0"
"HONG_KONG"	"HONG KONG"	"HONG KONG"	"COUNTRY"	"141"	"0"
"HUNGARY"	"HUNGARY"	"HUNGARY"	"COUNTRY"	"142"	"0"
"ICELAND"	"ICELAND"	"ICELAND"	"COUNTRY"	"143"	"0"
"INDIA"	"INDIA"	"INDIA"	"COUNTRY"	"144"	"0"
"INDONESIA"	"INDONESIA"	"INDONESIA"	"COUNTRY"	"145"	"0"
"IRAN_ISLAMIC_REPUBLIC_OF"	"IRAN ISLAMIC REPUBLIC OF"	"IRAN ISLAMIC REPUBLIC OF"	"COUNTRY"	"146"	"0"
"IRAQ"	"IRAQ"	"IRAQ"	"COUNTRY"	"147"	"0"
"IRELAND"	"IRELAND"	"IRELAND"	"COUNTRY"	"148"	"0"
"ISLE_OF_MAN"	"ISLE OF MAN"	"ISLE OF MAN"	"COUNTRY"	"149"	"0"
"ISRAEL"	"ISRAEL"	"ISRAEL"	"COUNTRY"	"150"	"0"
"ITALY"	"ITALY"	"ITALY"	"COUNTRY"	"151"	"0"
"JAMAICA"	"JAMAICA"	"JAMAICA"	"COUNTRY"	"152"	"0"
"JAPAN"	"JAPAN"	"JAPAN"	"COUNTRY"	"153"	"0"
"JERSEY"	"JERSEY"	"JERSEY"	"COUNTRY"	"154"	"0"
"JORDAN"	"JORDAN"	"JORDAN"	"COUNTRY"	"155"	"0"
"KAZAKHSTAN"	"KAZAKHSTAN"	"KAZAKHSTAN"	"COUNTRY"	"156"	"0"
"KENYA"	"KENYA"	"KENYA"	"COUNTRY"	"157"	"0"
"KIRIBATI"	"KIRIBATI"	"KIRIBATI"	"COUNTRY"	"158"	"0"
"SAINT_KITTS_AND_NEVIS"	"SAINT KITTS AND NEVIS"	"SAINT KITTS AND NEVIS"	"COUNTRY"	"159"	"0"
"KOREA_DEMOCRATIC_PEOPLE'S_REPUBLIC_OF"	"KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF"	"KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF"	"COUNTRY"	"160"	"0"
"KOREA_REPUBLIC_OF"	"KOREA REPUBLIC OF"	"KOREA REPUBLIC OF"	"COUNTRY"	"161"	"0"
"KUWAIT"	"KUWAIT"	"KUWAIT"	"COUNTRY"	"162"	"0"
"KYRGYZSTAN"	"KYRGYZSTAN"	"KYRGYZSTAN"	"COUNTRY"	"163"	"0"
"LAO_PEOPLE'S_DEMOCRATIC_REPUBLIC"	"LAO PEOPLE'S DEMOCRATIC REPUBLIC"	"LAO PEOPLE'S DEMOCRATIC REPUBLIC"	"COUNTRY"	"164"	"0"
"LATVIA"	"LATVIA"	"LATVIA"	"COUNTRY"	"165"	"0"
"LEBANON"	"LEBANON"	"LEBANON"	"COUNTRY"	"166"	"0"
"LESOTHO"	"LESOTHO"	"LESOTHO"	"COUNTRY"	"167"	"0"
"LIBERIA"	"LIBERIA"	"LIBERIA"	"COUNTRY"	"168"	"0"
"LIBYAN_ARAB_JAMAHIRIYA"	"LIBYAN ARAB JAMAHIRIYA"	"LIBYAN ARAB JAMAHIRIYA"	"COUNTRY"	"169"	"0"
"LIECHTENSTEIN"	"LIECHTENSTEIN"	"LIECHTENSTEIN"	"COUNTRY"	"170"	"0"
"LITHUANIA"	"LITHUANIA"	"LITHUANIA"	"COUNTRY"	"171"	"0"
"SAINT_LUCIA"	"SAINT LUCIA"	"SAINT LUCIA"	"COUNTRY"	"172"	"0"
"LUXEMBOURG"	"LUXEMBOURG"	"LUXEMBOURG"	"COUNTRY"	"173"	"0"
"MACAO"	"MACAO"	"MACAO"	"COUNTRY"	"174"	"0"
"MACEDONIA_THE_FORMER_YUGOSLAV_REPUBLIC_OF"	"MACEDONIA THE FORMER YUGOSLAV REPUBLIC OF"	"MACEDONIA THE FORMER YUGOSLAV REPUBLIC OF"	"COUNTRY"	"175"	"0"
"MADAGASCAR"	"MADAGASCAR"	"MADAGASCAR"	"COUNTRY"	"176"	"0"
"MALAWI"	"MALAWI"	"MALAWI"	"COUNTRY"	"177"	"0"
"MALAYSIA"	"MALAYSIA"	"MALAYSIA"	"COUNTRY"	"178"	"0"
"MALDIVES"	"MALDIVES"	"MALDIVES"	"COUNTRY"	"179"	"0"
"MALI"	"MALI"	"MALI"	"COUNTRY"	"180"	"0"
"MALTA"	"MALTA"	"MALTA"	"COUNTRY"	"181"	"0"
"NORTHERN_MARIANA_ISLANDS"	"NORTHERN MARIANA ISLANDS"	"NORTHERN MARIANA ISLANDS"	"COUNTRY"	"182"	"0"
"MARSHALL_ISLANDS"	"MARSHALL ISLANDS"	"MARSHALL ISLANDS"	"COUNTRY"	"183"	"0"
"MARTINIQUE"	"MARTINIQUE"	"MARTINIQUE"	"COUNTRY"	"184"	"0"
"MAURITANIA"	"MAURITANIA"	"MAURITANIA"	"COUNTRY"	"185"	"0"
"MAURITIUS"	"MAURITIUS"	"MAURITIUS"	"COUNTRY"	"186"	"0"
"MAYOTTE"	"MAYOTTE"	"MAYOTTE"	"COUNTRY"	"187"	"0"
"MEXICO"	"MEXICO"	"MEXICO"	"COUNTRY"	"188"	"0"
"MICRONESIA_FEDERATED_STATES_OF"	"MICRONESIA FEDERATED STATES OF"	"MICRONESIA FEDERATED STATES OF"	"COUNTRY"	"189"	"0"
"MOLDOVA_REPUBLIC_OF"	"MOLDOVA REPUBLIC OF"	"MOLDOVA REPUBLIC OF"	"COUNTRY"	"190"	"0"
"MONACO"	"MONACO"	"MONACO"	"COUNTRY"	"191"	"0"
"MONGOLIA"	"MONGOLIA"	"MONGOLIA"	"COUNTRY"	"192"	"0"
"MONTENEGRO"	"MONTENEGRO"	"MONTENEGRO"	"COUNTRY"	"193"	"0"
"MONTSERRAT"	"MONTSERRAT"	"MONTSERRAT"	"COUNTRY"	"194"	"0"
"MOROCCO"	"MOROCCO"	"MOROCCO"	"COUNTRY"	"195"	"0"
"MOZAMBIQUE"	"MOZAMBIQUE"	"MOZAMBIQUE"	"COUNTRY"	"196"	"0"
"MYANMAR"	"MYANMAR"	"MYANMAR"	"COUNTRY"	"197"	"0"
"NAMIBIA"	"NAMIBIA"	"NAMIBIA"	"COUNTRY"	"198"	"0"
"NAURU"	"NAURU"	"NAURU"	"COUNTRY"	"199"	"0"
"NEPAL"	"NEPAL"	"NEPAL"	"COUNTRY"	"200"	"0"
"NETHERLANDS"	"NETHERLANDS"	"NETHERLANDS"	"COUNTRY"	"201"	"0"
"NEW_CALEDONIA"	"NEW CALEDONIA"	"NEW CALEDONIA"	"COUNTRY"	"202"	"0"
"NEW_ZEALAND"	"NEW ZEALAND"	"NEW ZEALAND"	"COUNTRY"	"203"	"0"
"NICARAGUA"	"NICARAGUA"	"NICARAGUA"	"COUNTRY"	"204"	"0"
"NIGER"	"NIGER"	"NIGER"	"COUNTRY"	"205"	"0"
"NIGERIA"	"NIGERIA"	"NIGERIA"	"COUNTRY"	"206"	"0"
"NIUE"	"NIUE"	"NIUE"	"COUNTRY"	"207"	"0"
"NORFOLK_ISLAND"	"NORFOLK ISLAND"	"NORFOLK ISLAND"	"COUNTRY"	"208"	"0"
"NORWAY"	"NORWAY"	"NORWAY"	"COUNTRY"	"209"	"0"
"OMAN"	"OMAN"	"OMAN"	"COUNTRY"	"210"	"0"
"PAKISTAN"	"PAKISTAN"	"PAKISTAN"	"COUNTRY"	"211"	"0"
"PALAU"	"PALAU"	"PALAU"	"COUNTRY"	"212"	"0"
"PALESTINIAN_TERRITORY_OCCUPIED"	"PALESTINIAN TERRITORY OCCUPIED"	"PALESTINIAN TERRITORY OCCUPIED"	"COUNTRY"	"213"	"0"
"PANAMA"	"PANAMA"	"PANAMA"	"COUNTRY"	"214"	"0"
"PAPUA_NEW_GUINEA"	"PAPUA NEW GUINEA"	"PAPUA NEW GUINEA"	"COUNTRY"	"215"	"0"
"PARAGUAY"	"PARAGUAY"	"PARAGUAY"	"COUNTRY"	"216"	"0"
"PERU"	"PERU"	"PERU"	"COUNTRY"	"217"	"0"
"SAINT_PIERRE_AND_MIQUELON"	"SAINT PIERRE AND MIQUELON"	"SAINT PIERRE AND MIQUELON"	"COUNTRY"	"218"	"0"
"PHILIPPINES"	"PHILIPPINES"	"PHILIPPINES"	"COUNTRY"	"219"	"0"
"PITCAIRN"	"PITCAIRN"	"PITCAIRN"	"COUNTRY"	"220"	"0"
"POLAND"	"POLAND"	"POLAND"	"COUNTRY"	"221"	"0"
"FRENCH_POLYNESIA"	"FRENCH POLYNESIA"	"FRENCH POLYNESIA"	"COUNTRY"	"222"	"0"
"PORTUGAL"	"PORTUGAL"	"PORTUGAL"	"COUNTRY"	"223"	"0"
"PUERTO_RICO"	"PUERTO RICO"	"PUERTO RICO"	"COUNTRY"	"224"	"0"
"QATAR"	"QATAR"	"QATAR"	"COUNTRY"	"225"	"0"
"REUNION"	"REUNION"	"REUNION"	"COUNTRY"	"226"	"0"
"ROMANIA"	"ROMANIA"	"ROMANIA"	"COUNTRY"	"227"	"0"
"RUSSIAN_FEDERATION"	"RUSSIAN FEDERATION"	"RUSSIAN FEDERATION"	"COUNTRY"	"228"	"0"
"RWANDA"	"RWANDA"	"RWANDA"	"COUNTRY"	"229"	"0"
"SAINT_HELENA"	"SAINT HELENA"	"SAINT HELENA"	"COUNTRY"	"230"	"0"
"EL_SALVADOR"	"EL SALVADOR"	"EL SALVADOR"	"COUNTRY"	"231"	"0"
"SAMOA"	"SAMOA"	"SAMOA"	"COUNTRY"	"232"	"0"
"SAN_MARINO"	"SAN MARINO"	"SAN MARINO"	"COUNTRY"	"233"	"0"
"SAO_TOME_AND_PRINCIPE"	"SAO TOME AND PRINCIPE"	"SAO TOME AND PRINCIPE"	"COUNTRY"	"234"	"0"
"SAUDI_ARABIA"	"SAUDI ARABIA"	"SAUDI ARABIA"	"COUNTRY"	"235"	"0"
"SENEGAL"	"SENEGAL"	"SENEGAL"	"COUNTRY"	"236"	"0"
"SERBIA"	"SERBIA"	"SERBIA"	"COUNTRY"	"237"	"0"
"SEYCHELLES"	"SEYCHELLES"	"SEYCHELLES"	"COUNTRY"	"238"	"0"
"SIERRA_LEONE"	"SIERRA LEONE"	"SIERRA LEONE"	"COUNTRY"	"239"	"0"
"SINGAPORE"	"SINGAPORE"	"SINGAPORE"	"COUNTRY"	"240"	"0"
"SLOVAKIA"	"SLOVAKIA"	"SLOVAKIA"	"COUNTRY"	"241"	"0"
"SLOVENIA"	"SLOVENIA"	"SLOVENIA"	"COUNTRY"	"242"	"0"
"SOLOMON_ISLANDS"	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	"COUNTRY"	"243"	"0"
"SOMALIA"	"SOMALIA"	"SOMALIA"	"COUNTRY"	"244"	"0"
"SOUTH_AFRICA"	"SOUTH AFRICA"	"SOUTH AFRICA"	"COUNTRY"	"245"	"0"
"SOUTH_GEORGIA_AND_THE_SOUTH_SANDWICH_ISLANDS"	"SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS"	"SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS"	"COUNTRY"	"246"	"0"
"SOUTH_SUDAN"	"SOUTH SUDAN"	"SOUTH SUDAN"	"COUNTRY"	"247"	"0"
"SPAIN"	"SPAIN"	"SPAIN"	"COUNTRY"	"248"	"0"
"SRI_LANKA"	"SRI LANKA"	"SRI LANKA"	"COUNTRY"	"249"	"0"
"SUDAN"	"SUDAN"	"SUDAN"	"COUNTRY"	"250"	"0"
"SURINAME"	"SURINAME"	"SURINAME"	"COUNTRY"	"251"	"0"
"SVALBARD_AND_JAN_MAYEN"	"SVALBARD AND JAN MAYEN"	"SVALBARD AND JAN MAYEN"	"COUNTRY"	"252"	"0"
"SWAZILAND"	"SWAZILAND"	"SWAZILAND"	"COUNTRY"	"253"	"0"
"SWEDEN"	"SWEDEN"	"SWEDEN"	"COUNTRY"	"254"	"0"
"SWITZERLAND"	"SWITZERLAND"	"SWITZERLAND"	"COUNTRY"	"255"	"0"
"SYRIAN_ARAB_REPUBLIC"	"SYRIAN ARAB REPUBLIC"	"SYRIAN ARAB REPUBLIC"	"COUNTRY"	"256"	"0"
"TAIWAN_PROVINCE_OF_CHINA"	"TAIWAN PROVINCE OF CHINA"	"TAIWAN PROVINCE OF CHINA"	"COUNTRY"	"257"	"0"
"TAJIKISTAN"	"TAJIKISTAN"	"TAJIKISTAN"	"COUNTRY"	"258"	"0"
"TANZANIA_UNITED_REPUBLIC_OF"	"TANZANIA UNITED REPUBLIC OF"	"TANZANIA UNITED REPUBLIC OF"	"COUNTRY"	"259"	"0"
"THAILAND"	"THAILAND"	"THAILAND"	"COUNTRY"	"260"	"0"
"TIMOR-LESTE"	"TIMOR-LESTE"	"TIMOR-LESTE"	"COUNTRY"	"261"	"0"
"TOGO"	"TOGO"	"TOGO"	"COUNTRY"	"262"	"0"
"TOKELAU"	"TOKELAU"	"TOKELAU"	"COUNTRY"	"263"	"0"
"TONGA"	"TONGA"	"TONGA"	"COUNTRY"	"264"	"0"
"TRINIDAD_AND_TOBAGO"	"TRINIDAD AND TOBAGO"	"TRINIDAD AND TOBAGO"	"COUNTRY"	"265"	"0"
"TUNISIA"	"TUNISIA"	"TUNISIA"	"COUNTRY"	"266"	"0"
"TURKMENISTAN"	"TURKMENISTAN"	"TURKMENISTAN"	"COUNTRY"	"267"	"0"
"TURKEY"	"TURKEY"	"TURKEY"	"COUNTRY"	"268"	"0"
"TURKS_AND_CAICOS_ISLANDS"	"TURKS AND CAICOS ISLANDS"	"TURKS AND CAICOS ISLANDS"	"COUNTRY"	"269"	"0"
"TUVALU"	"TUVALU"	"TUVALU"	"COUNTRY"	"270"	"0"
"UGANDA"	"UGANDA"	"UGANDA"	"COUNTRY"	"271"	"0"
"UKRAINE"	"UKRAINE"	"UKRAINE"	"COUNTRY"	"272"	"0"
"UNITED_ARAB_EMIRATES"	"UNITED ARAB EMIRATES"	"UNITED ARAB EMIRATES"	"COUNTRY"	"273"	"0"
"UNITED_STATES"	"UNITED STATES"	"UNITED STATES"	"COUNTRY"	"274"	"0"
"UNITED_STATES_MINOR_OUTLYING_ISLANDS"	"UNITED STATES MINOR OUTLYING ISLANDS"	"UNITED STATES MINOR OUTLYING ISLANDS"	"COUNTRY"	"275"	"0"
"UNITED_KINGDOM"	"UNITED KINGDOM"	"UNITED KINGDOM"	"COUNTRY"	"276"	"0"
"URUGUAY"	"URUGUAY"	"URUGUAY"	"COUNTRY"	"277"	"0"
"UZBEKISTAN"	"UZBEKISTAN"	"UZBEKISTAN"	"COUNTRY"	"278"	"0"
"VANUATU"	"VANUATU"	"VANUATU"	"COUNTRY"	"279"	"0"
"HOLY_SEE_VATICAN_CITY_STATE"	"HOLY SEE (VATICAN CITY STATE)"	"HOLY SEE (VATICAN CITY STATE)"	"COUNTRY"	"280"	"0"
"VENEZUELA"	"VENEZUELA"	"VENEZUELA"	"COUNTRY"	"281"	"0"
"VIET_NAM"	"VIET NAM"	"VIET NAM"	"COUNTRY"	"282"	"0"
"SAINT_VINCENT_AND_THE_GRENADINES"	"SAINT VINCENT AND THE GRENADINES"	"SAINT VINCENT AND THE GRENADINES"	"COUNTRY"	"283"	"0"
"VIRGIN_ISLANDS_BRITISH"	"VIRGIN ISLANDS BRITISH"	"VIRGIN ISLANDS BRITISH"	"COUNTRY"	"284"	"0"
"VIRGIN_ISLANDS_US"	"VIRGIN ISLANDS U.S."	"VIRGIN ISLANDS U.S."	"COUNTRY"	"285"	"0"
"WALLIS_AND_FUTUNA"	"WALLIS AND FUTUNA"	"WALLIS AND FUTUNA"	"COUNTRY"	"286"	"0"
"WESTERN_SAHARA"	"WESTERN SAHARA"	"WESTERN SAHARA"	"COUNTRY"	"287"	"0"
"YEMEN"	"YEMEN"	"YEMEN"	"COUNTRY"	"288"	"0"
"ZAMBIA"	"ZAMBIA"	"ZAMBIA"	"COUNTRY"	"289"	"0"
"ZIMBABWE"	"ZIMBABWE"	"ZIMBABWE"	"COUNTRY"	"290"	"0"
"NOT_APPLICABLE"	"Not Applicable"	"Not Applicable"	"COUNTRY"	"291"	"0"
"IN_VIVO_HUMAN"	"in vivo (Human), not cell line"	"in vivo (Human), not cell line"	"EXPERIMENT_TYPE"	"292"	"0"
"IN_VIVO_ANIMAL"	"in vivo (Animal), not cell line"	"in vivo (Animal), not cell line"	"EXPERIMENT_TYPE"	"293"	"0"
